as_of,imo,vessel_name,bucket,soh_pos,reason,last_cross_ts,last_cross_dir,loading_state_soh,cargo_group,crossing_type,last_load_ts,last_load_end_ts,last_load_origin,last_load_dest,last_load_status,last_load_source,origin_bucket,dest_bucket,grade,berth_confirmed,volume_bbl,days_inside,days_since_load,days_load_to_exit,expected_lag_days,alert_lag_days,afra_class,deadweight,fleet,sanctioned_iran,sanctioned_sdn,is_dark_route,crude_relevant,watchlist,sts_flag,sts_role,sts_zone,sts_ts,sts_lag_days,sts_counterparty,sts_counterparty_imo,sts_volume_bbl
2026-08-16,9905320,Africa,bypass,never_seen,Kpler load at ADCOP Fujairah is east/Red Sea — no SoH exit expected.,,,,,,2026-07-12 02:58:00,2026-07-12 02:58:00,ADCOP Fujairah,Mumbai Refinery,Delivered,trade,bypass_east,outside,Murban,1.0,999998.0,,35.0,,3.0,7.0,,,clean fleet,False,False,0.0,False,True,unknown_partner,receiver,Gulf of Oman,2026-08-05 00:00:00,,,,999998
2026-08-16,9509023,Pissiotis,bypass,never_seen,Kpler load at Sohar Light. is east/Red Sea — no SoH exit expected.,,,,,,2026-07-13 19:19:00,2026-07-13 19:19:00,Sohar Light.,,PortCall,portcall,bypass_east,unknown,ME,1.0,212960.0,,34.0,,3.0,7.0,,,clean fleet,False,False,0.0,False,False,giver_no_soh,giver,Sohar Light,2026-07-12 02:19:00,,Malaysia Prosperity,9395305,212960
2026-08-16,9734111,Dht Osprey,bypass,never_seen,Kpler load at Fujairah Light. is east/Red Sea — no SoH exit expected.,,,,,,2026-07-14 19:19:00,2026-07-14 19:19:00,Fujairah Light.,,PortCall,portcall,bypass_east,unknown,Das,1.0,1440536.0,,33.0,,3.0,7.0,,,clean fleet,False,False,0.0,False,False,giver_no_soh,giver,Fujairah Light,2026-07-11 04:19:00,,Cyprus Prosperity,9595216,2071505
2026-08-16,9343388,Tosa,bypass,never_seen,Kpler load at Sohar Light. is east/Red Sea — no SoH exit expected.,,,,,,2026-07-15 23:59:00,2026-07-15 23:59:00,Sohar Light.,,PortCall,portcall,bypass_east,unknown,Shaheen,1.0,2011726.0,,32.0,,3.0,7.0,,,clean fleet,False,False,0.0,False,False,giver_no_soh,giver,Sohar Light,2026-07-12 06:18:00,,Nissos Heraclea,9419618,2011726
2026-08-16,9794006,Marine Hope,bypass,never_seen,Kpler load at Fujairah Light. is east/Red Sea — no SoH exit expected.,,,,,,2026-07-16 00:00:00,2026-07-16 00:00:00,Fujairah Light.,,PortCall,portcall,bypass_east,unknown,ME,1.0,1999996.0,,31.0,,3.0,7.0,,,clean fleet,False,False,0.0,False,False,giver_no_soh,giver,Fujairah Light,2026-07-15 00:00:00,,Al Funtas,9653408,1999996
2026-08-16,1097775,Aristotelis II,bypass,never_seen,Kpler load at Sohar Light. is east/Red Sea — no SoH exit expected.,,,,,,2026-07-19 00:00:00,2026-07-19 00:00:00,Sohar Light.,,PortCall,portcall,bypass_east,unknown,Kuwait,1.0,2042483.0,,28.0,,3.0,7.0,,,clean fleet,False,False,0.0,False,False,giver_no_soh,giver,Sohar Light,2026-07-18 00:00:00,,Al Derwazah,9653410,2042483
2026-08-16,9810393,Maran Atalanta,bypass,never_seen,Kpler load at Fujairah Light. is east/Red Sea — no SoH exit expected.,,,,,,2026-07-21 00:00:00,2026-07-21 00:00:00,Fujairah Light.,,PortCall,portcall,bypass_east,unknown,Kuwait,1.0,2000002.0,,26.0,,3.0,7.0,,,clean fleet,False,False,0.0,False,False,giver_no_soh,giver,Fujairah Light,2026-07-20 00:00:00,,Umm Al Aish,9534781,2000002
2026-08-16,9509011,Mount Fuji,bypass,never_seen,Kpler load at Fujairah Light. is east/Red Sea — no SoH exit expected.,,,,,,2026-07-25 15:25:00,2026-07-25 15:25:00,Fujairah Light.,,PortCall,portcall,bypass_east,unknown,Qatar Crude,1.0,980009.0,,22.0,,3.0,7.0,,,clean fleet,False,False,0.0,False,False,giver_no_soh,giver,Fujairah Light,2026-07-24 02:58:00,,Nissos Kea,9920758,980009
2026-08-16,9513763,Nave Synergy,bypass,never_seen,Kpler load at Fujairah Light. is east/Red Sea — no SoH exit expected.,,,,,,2026-07-27 00:00:00,2026-07-27 00:00:00,Fujairah Light.,,PortCall,portcall,bypass_east,unknown,Fateh,1.0,1009395.0,,20.0,,3.0,7.0,,,clean fleet,False,False,0.0,False,False,giver_no_soh,giver,Fujairah Light,2026-07-26 00:00:00,,Fujairah Energy,9723071,1009395
2026-08-16,9514559,Nave Quasar,bypass,never_seen,Kpler load at Fujairah Light. is east/Red Sea — no SoH exit expected.,,,,,,2026-07-27 00:00:00,2026-07-27 00:00:00,Fujairah Light.,,PortCall,portcall,bypass_east,unknown,Das,1.0,1796810.0,,20.0,,3.0,7.0,,,clean fleet,False,False,0.0,False,False,giver_no_soh,giver,Fujairah Light,2026-07-26 00:00:00,,Al Bahyah,9937799,1796810
2026-08-16,9432036,Tony,bypass,never_seen,Kpler load at Fujairah Light. is east/Red Sea — no SoH exit expected.,,,,,,2026-07-29 04:59:00,2026-07-29 04:59:00,Fujairah Light.,,PortCall,portcall,bypass_east,unknown,Murban,1.0,999998.0,,18.0,,3.0,7.0,,,clean fleet,False,False,0.0,False,False,giver_no_soh,giver,Fujairah Light,2026-07-27 00:17:00,,Ocean Loyalty,9375238,999998
2026-08-16,9905459,Alexandros,bypass,never_seen,Kpler load at Muajjiz is east/Red Sea — no SoH exit expected.,,,,,,2026-07-30 00:00:00,2026-07-30 00:00:00,Muajjiz,BORL Jamnagar Oil Terminal,Delivered,trade,bypass_red_sea,outside,Arab,1.0,999998.0,,17.0,,3.0,7.0,,,clean fleet,False,False,0.0,False,False,giver_no_soh,giver,Fujairah Light,2026-07-06 00:00:00,,Grand Lady,9406166,1959999
2026-08-16,9830795,Ajwad,bypass,never_seen,Kpler load at Sohar Light. is east/Red Sea — no SoH exit expected.,,,,,,2026-08-01 00:00:00,2026-08-01 00:00:00,Sohar Light.,,PortCall,portcall,bypass_east,unknown,Arab,1.0,2000002.0,,15.0,,3.0,7.0,,,clean fleet,False,False,0.0,False,False,giver_no_soh,giver,Sohar Light,2026-07-31 00:00:00,,Wedyan,9524970,2000002
2026-08-16,9753363,Antigua I,bypass,never_seen,Kpler load at Fujairah Light. is east/Red Sea — no SoH exit expected.,,,,,,2026-08-04 11:57:00,2026-08-04 11:57:00,Fujairah Light.,,PortCall,portcall,bypass_east,unknown,ME,1.0,959592.0,,12.0,,3.0,7.0,,,clean fleet,False,False,0.0,False,False,giver_no_soh,giver,Fujairah Light,2026-08-02 18:39:00,,Singapore Prosperity,9419967,959592
2026-08-16,9375238,Ocean Loyalty,bypass,never_seen,Kpler load at Fujairah Light. is east/Red Sea — no SoH exit expected.,,,,,,2026-08-06 00:00:00,2026-08-06 00:00:00,Fujairah Light.,,PortCall,portcall,bypass_east,unknown,Zakum,1.0,2000002.0,,10.0,,3.0,7.0,,,clean fleet,False,False,0.0,False,False,giver_no_soh,giver,Sohar Light,2026-08-16 02:39:00,,Gulf Loyalty,9441245,708798
2026-08-16,9683661,Vl Pioneer,bypass,never_seen,Kpler load at Fujairah Light. is east/Red Sea — no SoH exit expected.,,,,,,2026-08-06 00:00:00,2026-08-06 00:00:00,Fujairah Light.,,PortCall,portcall,bypass_east,unknown,ME,1.0,1999996.0,,10.0,,3.0,7.0,,,clean fleet,False,False,0.0,False,False,giver_no_soh,giver,Fujairah Light,2026-08-05 00:00:00,,Fujairah Energy,9723071,1999996
2026-08-16,9941673,Helios,bypass,never_seen,Kpler load at Sohar Light. is east/Red Sea — no SoH exit expected.,,,,,,2026-08-06 00:00:00,2026-08-06 00:00:00,Sohar Light.,,PortCall,portcall,bypass_east,unknown,Kuwait,1.0,2016582.0,,10.0,,3.0,7.0,,,clean fleet,False,False,0.0,False,False,giver_no_soh,giver,Sohar Light,2026-08-05 00:00:00,,Al Kout,9653434,2016582
2026-08-16,9790270,Maran Ajax,bypass,never_seen,Kpler load at ADCOP Fujairah is east/Red Sea — no SoH exit expected.,,,,,,2026-08-07 06:38:00,2026-08-07 06:38:00,ADCOP Fujairah,Visakhapatnam Refinery,Delivered,trade,bypass_east,outside,Murban,1.0,2135290.0,,9.0,,3.0,7.0,,,clean fleet,False,False,0.0,False,False,giver_no_soh,giver,Fujairah Light,2026-06-21 00:00:00,,Cameroon Prosperity,9315159,2000002
2026-08-16,9858046,Maran Mars,bypass,never_seen,Kpler load at Fujairah Light. is east/Red Sea — no SoH exit expected.,,,,,,2026-08-07 00:00:00,2026-08-07 00:00:00,Fujairah Light.,,PortCall,portcall,bypass_east,unknown,Umm Lulu,1.0,1996002.0,,9.0,,3.0,7.0,,,clean fleet,False,False,0.0,False,False,giver_no_soh,giver,Fujairah Light,2026-08-07 00:00:00,,Al Bahyah,9937799,1996002
2026-08-16,9890989,Nave Electron,bypass,never_seen,Kpler load at Fujairah Light. is east/Red Sea — no SoH exit expected.,,,,,,2026-08-08 08:33:00,2026-08-08 08:33:00,Fujairah Light.,,PortCall,portcall,bypass_east,unknown,Qatar Land,1.0,697194.0,,8.0,,3.0,7.0,,,clean fleet,False,False,0.0,False,False,giver_no_soh,giver,Fujairah Light,2026-08-04 20:18:00,,Kiku,9329796,697194
2026-08-16,9422457,Bobcat,bypass,never_seen,Kpler load at Sohar Light. is east/Red Sea — no SoH exit expected.,,,,,,2026-08-09 14:19:00,2026-08-09 14:19:00,Sohar Light.,,PortCall,portcall,bypass_east,unknown,Urals,1.0,1047096.0,,7.0,,3.0,7.0,,,clean fleet,False,False,0.0,False,False,giver_no_soh,giver,Sohar Light,2026-08-06 22:18:00,,Gelor,9185528,1047096
2026-08-16,9746621,Poliegos,bypass,never_seen,Kpler load at Sohar Light. is east/Red Sea — no SoH exit expected.,,,,,,2026-08-09 18:37:00,2026-08-09 18:37:00,Sohar Light.,,PortCall,portcall,bypass_east,unknown,Basrah,1.0,881667.0,,7.0,,3.0,7.0,,,clean fleet,False,False,0.0,False,False,giver_no_soh,giver,Sohar Light,2026-08-07 12:18:00,,Baltic Loyalty,9411953,881667
2026-08-16,1116014,Front Otra,bypass,never_seen,Kpler load at Sohar Light. is east/Red Sea — no SoH exit expected.,,,,,,2026-08-11 08:13:00,2026-08-11 08:13:00,Sohar Light.,,PortCall,portcall,bypass_east,unknown,Shaheen,1.0,2042477.0,,5.0,,3.0,7.0,,,clean fleet,False,False,0.0,False,False,giver_no_soh,giver,Sohar Light,2026-08-07 17:59:00,,Nissos Kythnos,9853852,2042477
2026-08-16,9513115,Aragona,bypass,never_seen,Kpler load at Sohar Light. is east/Red Sea — no SoH exit expected.,,,,,,2026-08-11 00:00:00,2026-08-11 00:00:00,Sohar Light.,,PortCall,portcall,bypass_east,unknown,Kuwait,1.0,2000002.0,,5.0,,3.0,7.0,,,clean fleet,False,False,0.0,False,False,giver_no_soh,giver,Sohar Light,2026-08-10 00:00:00,,Al Riqqa,9534808,2000002
2026-08-16,9731157,Olympic Luna,bypass,never_seen,Kpler load at Sohar Light. is east/Red Sea — no SoH exit expected.,,,,,,2026-08-11 00:00:00,2026-08-11 00:00:00,Sohar Light.,,PortCall,portcall,bypass_east,unknown,Basrah,1.0,1979994.0,,5.0,,3.0,7.0,,,clean fleet,False,False,0.0,False,False,giver_no_soh,giver,Sohar Light,2026-08-10 00:00:00,,Nissos Kea,9920758,1979994
2026-08-16,9343405,Tamba,bypass,never_seen,Kpler load at Sohar Light. is east/Red Sea — no SoH exit expected.,,,,,,2026-08-12 02:37:00,2026-08-12 02:37:00,Sohar Light.,,PortCall,portcall,bypass_east,unknown,ME,1.0,1291203.0,,4.0,,3.0,7.0,,,clean fleet,False,False,0.0,False,False,giver_no_soh,giver,Sohar Light,2026-08-10 00:59:00,,Gulf Loyalty,9441245,1291203
2026-08-16,9905344,Oceania,bypass,never_seen,Kpler load at Sohar Light. is east/Red Sea — no SoH exit expected.,,,,,,2026-08-12 00:35:00,2026-08-12 00:35:00,Sohar Light.,,PortCall,portcall,bypass_east,unknown,Basrah,1.0,1100484.0,,4.0,,3.0,7.0,,,clean fleet,False,False,0.0,False,False,giver_no_soh,giver,Sohar Light,2026-08-11 22:58:00,,Nissos Heraclea,9419618,1100484
2026-08-16,9360453,Mardan,bypass,never_seen,Kpler load at Yanbu is east/Red Sea — no SoH exit expected.,,,,,,2026-08-13 00:00:00,2026-08-13 00:00:00,Yanbu,Pakistan,In Transit,trade,bypass_red_sea,outside,Arab,1.0,426996.0,,3.0,,3.0,7.0,,,clean fleet,False,False,0.0,False,False,giver_no_soh,giver,Fujairah Light,2026-07-18 15:39:00,,Ocean Loyalty,9375238,599997
2026-08-16,9597018,Agistri,bypass,never_seen,Kpler load at Sohar Light. is east/Red Sea — no SoH exit expected.,,,,,,2026-08-13 21:17:00,2026-08-13 21:17:00,Sohar Light.,,PortCall,portcall,bypass_east,unknown,Basrah,1.0,859515.0,,3.0,,3.0,7.0,,,clean fleet,False,False,0.0,False,False,giver_no_soh,giver,Sohar Light,2026-08-13 17:18:00,,Nissos Heraclea,9419618,859515
2026-08-16,9411953,Baltic Loyalty,bypass,never_seen,Kpler load at Fujairah Light. is east/Red Sea — no SoH exit expected.,,,,,,2026-08-14 17:18:00,2026-08-14 17:18:00,Fujairah Light.,,PortCall,portcall,bypass_east,unknown,Basrah Med.,1.0,999998.0,,2.0,,3.0,7.0,,,clean fleet,False,False,0.0,False,False,giver_no_soh,giver,Fujairah Light,2026-08-10 18:19:00,,Suriname Prosperity,9376749,999998
2026-08-16,1087500,Front Spey,bypass,never_seen,Kpler load at Fujairah Light. is east/Red Sea — no SoH exit expected.,,,,,,2026-08-15 19:28:00,2026-08-15 19:28:00,Fujairah Light.,,PortCall,portcall,bypass_east,unknown,ME,1.0,2000002.0,,1.0,,3.0,7.0,,,clean fleet,False,False,0.0,False,False,giver_no_soh,giver,Fujairah Light,2026-08-12 19:19:00,,Vadin,9324100,2000002
2026-08-16,1055387,Vive Ut Vivas,bypass,never_seen,Kpler load at Sohar Light. is east/Red Sea — no SoH exit expected.,,,,,,2026-08-16 00:00:00,2026-08-16 00:00:00,Sohar Light.,,PortCall,portcall,bypass_east,unknown,ME,1.0,2000002.0,,0.0,,3.0,7.0,,,clean fleet,False,False,0.0,False,False,giver_no_soh,giver,Sohar Light,2026-08-15 00:00:00,,Togo Prosperity,9411032,2000002
2026-08-16,9590888,Dht Taiga,bypass,never_seen,Kpler load at Fujairah Light. is east/Red Sea — no SoH exit expected.,,,,,,2026-08-16 00:00:00,2026-08-16 00:00:00,Fujairah Light.,,PortCall,portcall,bypass_east,unknown,Basrah,1.0,1959999.0,,0.0,,3.0,7.0,,,clean fleet,False,False,0.0,False,False,giver_no_soh,giver,Fujairah Light,2026-08-15 00:00:00,,Angola B,9623685,1959999
2026-08-16,9829370,Universal Innovator,bypass,never_seen,Kpler load at ADCOP Fujairah is east/Red Sea — no SoH exit expected.,,,,,,2026-08-16 13:39:00,2026-08-16 13:39:00,ADCOP Fujairah,,PortCall,portcall,bypass_east,unknown,Murban,1.0,1050002.0,,0.0,,3.0,7.0,,,clean fleet,False,False,0.0,False,False,giver_no_soh,giver,Sohar Light,2026-06-25 00:00:00,,Al Jabriyah II,9329708,2000002
2026-08-16,9875783,Australis,bypass,never_seen,Kpler load at Fujairah Light. is east/Red Sea — no SoH exit expected.,,,,,,2026-08-16 00:00:00,2026-08-16 00:00:00,Fujairah Light.,,PortCall,portcall,bypass_east,unknown,ME,1.0,2000002.0,,0.0,,3.0,7.0,,,clean fleet,False,False,0.0,False,False,giver_no_soh,giver,Fujairah Light,2026-08-15 00:00:00,,Fujairah Energy,9723071,2000002
2026-08-16,9926673,Degas,bypass,never_seen,Kpler load at Sohar Light. is east/Red Sea — no SoH exit expected.,,,,,,2026-08-16 00:00:00,2026-08-16 00:00:00,Sohar Light.,,PortCall,portcall,bypass_east,unknown,Basrah,1.0,1959999.0,,0.0,,3.0,7.0,,,clean fleet,False,False,0.0,False,False,giver_no_soh,giver,Sohar Light,2026-08-15 00:00:00,,Egypt Prosperity,9534004,1959999
2026-08-16,9241798,NAVARA,outside_other,outside,Last SoH event is Laden exit on 2026-08-09 — not a crude-load puzzle.,2026-08-09,Exited MEG,Laden,other,Dark/Unknown Route,2026-08-06 11:34:00,2026-08-06 11:34:00,Khor Al Zubair Light.,,PortCall,portcall,inside_gulf,unknown,Khafji,1.0,8944.0,,10.0,3.0,3.0,7.0,MR,40248.0,clean fleet,False,False,1.0,True,False,receiver_after_exit,receiver,Sohar Light,2026-08-14 02:19:00,5,Aljalaa,9343338,8944
2026-08-16,1058030,Sea Avon,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,unknown_partner,receiver,Gulf of Oman,2026-08-01 00:00:00,,,,1061367
2026-08-16,1116038,Front Clyde,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,unknown_partner,receiver,Gulf of Oman,2026-07-26 00:00:00,,,,2000002
2026-08-16,9273650,Seaway,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,giver_no_soh,giver,Fujairah Light,2026-08-10 06:53:00,,Albi,9444821,22127
2026-08-16,9284960,Ocean Lily,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,giver_no_soh,giver,Fujairah Light,2026-08-16 03:39:00,,Rotterdam Energy,9508859,1986831
2026-08-16,9299599,Sc Ocean LXI,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,unknown_partner,receiver,Gulf of Oman,2026-08-01 00:00:00,,,,762224
2026-08-16,9304655,Vera,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,dark fleet,True,True,,True,True,giver_no_soh,giver,Gulf of Oman,2026-07-10 00:00:00,,Daniel,9569683,2000002
2026-08-16,9310161,Renad,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,giver_no_soh,giver,Sohar Light,2026-08-16 18:18:00,,Aljalaa,9343338,51809
2026-08-16,9321299,Tenki,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,giver_no_soh,giver,Sohar Light,2026-07-31 00:00:00,,Das,9854507,1996429
2026-08-16,9326809,Desh Abhimaan,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,giver_no_soh,giver,Fujairah Light,2026-08-01 22:18:00,,Singapore Prosperity,9419967,1040410
2026-08-16,9336842,Shalamar,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,giver_no_soh,giver,Fujairah Light,2026-07-21 05:39:00,,Ocean Loyalty,9375238,699615
2026-08-16,9360465,Sargodha,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,giver_no_soh,giver,Fujairah Light,2026-08-10 11:59:00,,Ocean Loyalty,9375238,722655
2026-08-16,9371593,Desh Viraat,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,giver_no_soh,giver,Fujairah Light,2026-08-09 00:00:00,,Dar Salwa,9534779,2000002
2026-08-16,9371749,Desh Vishal,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,giver_no_soh,giver,Sohar Light,2026-07-26 02:17:00,,Nissos Heraclea,9419618,1959999
2026-08-16,9379715,New Dragon,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,giver_no_soh,giver,Fujairah Light,2026-08-15 00:00:00,,Cyprus Prosperity,9595216,992444
2026-08-16,9381720,Skopelos,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,giver_no_soh,giver,Sohar Light,2026-08-06 06:19:00,,Romania Prosperity,9315161,2000002
2026-08-16,9389772,Xin Yue Yang,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,giver_no_soh,giver,Fujairah Light,2026-06-25 10:18:00,,Bahrain Prosperity,9596947,1990662
2026-08-16,9397145,Atlantic Pioneer,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,giver_no_soh,giver,Sohar Light,2026-06-26 00:00:00,,Argentina B,9389021,2000002
2026-08-16,9398084,Shirayuki,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,unknown_partner,receiver,Gulf of Oman,2026-07-14 00:00:00,,,,2000002
2026-08-16,9398943,Yuan Yang Hu,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,giver_no_soh,giver,Fujairah Light,2026-08-07 00:00:00,,Cameroon Prosperity,9315159,1990001
2026-08-16,9402990,C.Majesty,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,giver_no_soh,giver,Sohar Light,2026-08-07 00:00:00,,Bahrain Prosperity,9596947,2000002
2026-08-16,9419955,Fpmc C Noble,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,unknown_partner,receiver,Gulf of Oman,2026-08-01 00:00:00,,,,2000002
2026-08-16,9421984,C.Dignity,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,giver_no_soh,giver,Sohar Light,2026-07-11 00:00:00,,Dar Salwa,9534779,2000002
2026-08-16,9422615,Sea Leopard,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,giver_no_soh,giver,Sohar Light,2026-07-20 00:00:00,,Al Kout,9653434,2000002
2026-08-16,9432050,Giannis,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,giver_no_soh,giver,Fujairah Light,2026-08-07 00:00:00,,Grand Lady,9406166,1074079
2026-08-16,9455662,Dht Opal,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,giver_no_soh,giver,Sohar Light,2026-06-28 21:58:00,,Cameroon Prosperity,9315159,2120131
2026-08-16,9460136,P.Aliki,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,giver_no_soh,giver,Fujairah Light,2026-08-09 19:37:00,,Ocean Loyalty,9375238,705924
2026-08-16,9473389,Xin An Yang,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,giver_no_soh,giver,Fujairah Light,2026-07-11 00:00:00,,Bahrain Prosperity,9596947,2000002
2026-08-16,9478664,Takaoka,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,giver_no_soh,giver,Sohar Light,2026-08-14 20:17:00,,Caribbean Loyalty,9501150,2000002
2026-08-16,9515929,New Strength,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,unknown_partner,receiver,Gulf of Oman,2026-08-15 00:00:00,,,,1999996
2026-08-16,9568809,Tunisia Prosperity,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,giver_no_soh,giver,Fujairah Light,2026-07-02 03:39:00,,Alexandros,9905459,1959999
2026-08-16,9602916,Seaking,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,giver_no_soh,giver,Sohar Light,2026-08-02 03:38:00,,Rotterdam Energy,9508859,1986831
2026-08-16,9603192,He Rong Hai,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,giver_no_soh,giver,Fujairah Light,2026-07-06 00:00:00,,Mombasa B,9739501,2002700
2026-08-16,9633458,Odessa,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,giver_no_soh,giver,Fujairah Light,2026-07-22 03:19:00,,Gulf Loyalty,9441245,888555
2026-08-16,9679593,Zourva,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,unknown_partner,receiver,Gulf of Oman,2026-07-03 00:00:00,,,,1900000
2026-08-16,9686340,New Achievement,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,giver_no_soh,giver,Fujairah Light,2026-07-04 00:17:00,,Malaysia Prosperity,9395305,2000002
2026-08-16,9735361,Gem No.1,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,unknown_partner,receiver,Gulf of Oman,2026-06-30 00:00:00,,,,1999996
2026-08-16,9779616,Sea Ruby,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,giver_no_soh,giver,Fujairah Light,2026-07-31 00:00:00,,Dar Salwa,9534779,2083996
2026-08-16,9780251,Front Castor,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,unknown_partner,receiver,Gulf of Oman,2026-06-24 00:00:00,,,,266241
2026-08-16,9783722,Seatriumph,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,unknown_partner,receiver,Gulf of Oman,2026-07-04 00:00:00,,,,2000002
2026-08-16,9783734,Seapassion,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,unknown_partner,receiver,Gulf of Oman,2026-06-18 00:00:00,,,,1999996
