as_of,imo,vessel_name,bucket,soh_pos,reason,last_cross_ts,last_cross_dir,loading_state_soh,cargo_group,crossing_type,last_load_ts,last_load_end_ts,last_load_origin,last_load_dest,last_load_status,last_load_source,origin_bucket,dest_bucket,grade,berth_confirmed,volume_bbl,days_inside,days_since_load,days_load_to_exit,expected_lag_days,alert_lag_days,afra_class,deadweight,fleet,sanctioned_iran,sanctioned_sdn,is_dark_route,crude_relevant,watchlist,sts_flag,sts_role,sts_zone,sts_ts,sts_lag_days,sts_counterparty,sts_counterparty_imo,sts_volume_bbl
2026-08-16,9788875,Caribbean Glory,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,unknown_partner,receiver,Gulf of Oman,2026-06-24 00:00:00,,,,1999996
2026-08-16,9813448,Dht Stallion,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,giver_no_soh,giver,Sohar Light,2026-06-24 00:00:00,,Rotterdam Energy,9508859,1986831
2026-08-16,9829382,Universal Frontier,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,unknown_partner,receiver,Gulf of Oman,2026-08-13 00:00:00,,,,1999996
2026-08-16,9832274,Front Silkeborg,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,giver_no_soh,giver,Fujairah Light,2026-07-20 06:18:00,,Gulf Loyalty,9441245,1011445
2026-08-16,9837597,Universal Leader,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,unknown_partner,receiver,Gulf of Oman,2026-07-29 00:00:00,,,,2000002
2026-08-16,9843302,Yuan Gui Yang,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,giver_no_soh,giver,Fujairah Light,2026-07-08 00:00:00,,Das,9854507,1996429
2026-08-16,9845154,V.Progress,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,giver_no_soh,giver,Sohar Light,2026-08-10 00:00:00,,Basrah Energy,9391775,1996461
2026-08-16,9847633,Yuan Peng Yang,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,giver_no_soh,giver,Fujairah Light,2026-07-06 20:19:00,,Kiku,9329796,2011726
2026-08-16,9856359,Resilient Warrior,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,giver_no_soh,giver,Sohar Light,2026-07-14 16:16:00,,Malaysia Prosperity,9395305,1000004
2026-08-16,9876414,Nave Allegro,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,unknown_partner,receiver,Gulf of Oman,2026-07-18 00:00:00,,,,1999996
2026-08-16,9890977,Vittoria,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,giver_no_soh,giver,Fujairah Light,2026-07-26 00:00:00,,Angola B,9623685,1799080
2026-08-16,9896414,Angola Prosperity,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,unknown_partner,receiver,Gulf of Oman,2026-06-27 00:00:00,,,,1999996
2026-08-16,9905447,Adamantios,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,giver_no_soh,giver,Fujairah Light,2026-06-26 00:00:00,,Dar Salwa,9534779,2089393
2026-08-16,9913511,Lahore,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,giver_no_soh,giver,Fujairah Light,2026-07-04 20:18:00,,Singapore Prosperity,9419967,379866
2026-08-16,9920760,Nissos Nikouria,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,unknown_partner,receiver,Gulf of Oman,2026-07-29 00:00:00,,,,2000002
2026-08-16,9926661,Caspar,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,unknown_partner,receiver,Gulf of Oman,2026-07-29 00:00:00,,,,1999996
2026-08-16,9930806,Maran Dione,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,unknown_partner,receiver,Gulf of Oman,2026-08-04 00:00:00,,,,999998
2026-08-16,9933535,Advantage Verdict,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,unknown_partner,receiver,Gulf of Oman,2026-08-13 00:00:00,,,,2000002
2026-08-16,9933559,Advantage Vision,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,giver_no_soh,giver,Fujairah Light,2026-06-21 00:00:00,,Cyprus Prosperity,9595216,1865620
2026-08-16,9941661,Olympus,outside_other,never_seen,GoO STS with no SoH tape and no inside-gulf Kpler load.,,,,,,,,,,,,,,,,,,,,,,,,clean fleet,False,False,,True,True,giver_no_soh,giver,Sohar Light,2026-07-31 00:00:00,,France C,9322281,1999996
