date,dasIsland_0,dasIsland_1,dasIsland_10,dasIsland_11,dasIsland_12,dasIsland_13,dasIsland_14,dasIsland_15,dasIsland_16,dasIsland_17,dasIsland_18,dasIsland_2,dasIsland_3,dasIsland_4,dasIsland_5,dasIsland_6,dasIsland_7,dasIsland_8,dasIsland_9,total_build,total_draw
2025-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01,-1.7706282827009563,-6.167654840766016,-31.81873562871723,0.0,-14.254290384727822,-508.8705773163341,-297.6534544865043,-13.891937719745503,633.547169686747,-1.7649539332261484,21.215916294922003,111.23735838905333,0.0,467.7017087389442,0.0,55.31213576902251,205.21786023522932,9.11961618755135,63.586544879115536,1566.9383101805854,-876.1922325927221
2026-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04,3.6721548631644985,4.381195760503586,349.2596490201307,0.0,9.540849619976594,20.155895842840664,6.022383599031891,1.4951518403892987,-623.8935075187965,1.503879362765205,19.648207120226232,-469.7521509478583,-439.8306307505065,-465.4447170296553,0.0,563.0579028857214,-194.40422438606043,-5.766173664081667,230.58645122906898,1209.323721143819,-2199.091404296959
2026-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07,-6.517496853542107,-5.69304680175503,-234.2960991092043,-479.0677303125446,-19.824707519045216,261.686818975382,473.0787620587188,174.63918866947148,-25.66416019976861,16.485451945096955,-234.09601495221196,469.7521509478583,0.7709224370299489,465.4447170296553,0.0,-151.54682519991627,376.3587760087386,-3.985614982507017,-189.86697131421866,2238.216788071951,-1350.558667244714
2026-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-10,5.98220603032349,9.299661774090318,270.39328831810565,45.74770433427213,20.01932847647718,162.35200600520946,-28.71478526251385,32.661090241050346,24.2793690433437,33.76182991160438,-12.486435180610512,-107.01783573492884,21.99292431864643,-461.0601352247704,0.0,-487.2374040542784,-380.1539511928156,3.5418630985445345,-123.6854997629372,630.0312715516677,-1600.356046412855
2026-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-13,-4.015413465631136,-7.872519407902757,-382.0141110394466,110.44672757334502,-13.27586754716083,-31.3610838947593,-113.27818472524994,-36.085691730908934,-31.569065637083025,37.74410736310156,14.768857890622428,-351.0400306111501,403.2162041788659,461.0601352247704,0.0,37.38902213632409,71.48075172537466,2.7127220691342955,384.9767405064735,1523.7952686680119,-970.5119680592926
2026-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-16,4.443882329034095,5.323907897448662,27.142312754458167,62.36206531312882,15.753357160927845,-407.83076182648733,-317.45437764202774,55.218494701115645,35.37316046220076,34.21448825646157,-16.735125827990647,-0.1336035697972402,-270.5750899351509,-463.83386511234016,0.0,260.46077233238196,240.20527192934858,-2.860641348150675,-384.46572982599076,740.4977131365061,-1863.8891950879356
2026-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-19,-5.829502002320602,-5.253877157257841,-28.375836937256274,82.69703641202098,-18.854121714283362,-13.954186205209524,473.07112820228264,139.51625844857813,581.0635072076815,18.91332418462733,13.303570012431447,75.81049214000645,-155.2234536702347,463.83386511234016,0.0,-93.66718435498728,48.706987917108755,-3.8940022098834746,391.3361293430382,2288.2522989801155,-325.05216425143306
2026-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
