date,from_date,tank_draw_kb,tank_build_kb,kpler_loadings_kb,gap_kb
2026-06-21,2026-06-20,-107.61057317471312,0.0,0.0,107.61057317471312
2026-06-25,2026-06-21,0.0,166.8152446524414,500.0,-500.0
2026-06-26,2026-06-25,0.0,46.19239572334464,0.0,0.0
2026-06-28,2026-06-26,-109.19515826250426,0.0,0.0,109.19515826250426
2026-07-02,2026-06-28,0.0,79.89569221288093,0.0,0.0
2026-07-04,2026-07-02,-77.74681304852328,0.0,0.0,77.74681304852328
2026-07-08,2026-07-04,0.0,77.47408419267146,0.0,0.0
2026-07-10,2026-07-08,-64.21030477303232,0.0,0.0,64.21030477303232
2026-07-14,2026-07-10,-427.8066094132834,58.63706609846174,0.0,427.8066094132834
2026-07-16,2026-07-14,-70.50175558707782,16.744598193425627,0.0,70.50175558707782
2026-07-20,2026-07-16,-12.278820676326344,69.57327241324471,0.0,12.278820676326344
2026-07-22,2026-07-20,-60.21265209469374,15.083154962036817,0.0,60.21265209469374
2026-07-26,2026-07-22,-6.208494540524669,85.03757288712072,0.0,6.208494540524669
2026-07-28,2026-07-26,-51.94192425348726,49.464830698366804,0.0,51.94192425348726
2026-08-01,2026-07-28,0.0,135.4028171711664,0.0,0.0
2026-08-03,2026-08-01,-46.868915990712935,42.68282636444413,0.0,46.868915990712935
2026-08-07,2026-08-03,0.0,105.15698536717444,0.0,0.0
2026-08-09,2026-08-07,-87.64244265778072,72.28279100293142,0.0,87.64244265778072
2026-08-13,2026-08-09,0.0,91.62915203986952,0.0,0.0
