date,khafji_0,khafji_1,khafji_10,khafji_11,khafji_12,khafji_13,khafji_14,khafji_15,khafji_16,khafji_17,khafji_18,khafji_19,khafji_2,khafji_20,khafji_21,khafji_22,khafji_23,khafji_24,khafji_25,khafji_26,khafji_27,khafji_28,khafji_3,khafji_4,khafji_5,khafji_6,khafji_7,khafji_8,khafji_9,total_build,total_draw
2026-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-11,-11.544910179030529,-0.7297597685141082,-0.5852955820438219,-4.010450152489822,0.9886914508387272,0.0,0.0,-2.6436224480134842,0.0,-1.0662953018090338,13.386461153932848,-3.6049891530880123,0.09575361186140799,12.23867180526536,3.976326950400195,-5.1659526352506075,-2.648398905062757,-1.0667383583875198,-1.8229837683134538,9.964774775359954,-1.0179723157807894,-3.065619972919172,-0.9208027155990712,-1.2668854903353786,-6.415365754037397,-0.9515100160836301,-18.089703554511768,-0.7398504288519907,-0.6914475773320883,40.650679747658494,-68.04855407745444
2026-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-14,21.78355019748927,46.63572320385207,-7.504376740608161,-19.11338219725946,29.12970677468885,0.0,0.0,6.29259180692595,0.0,0.7712332510870474,-15.08660935229552,10.519877998373996,17.247094529044407,5.949378197884624,-27.80023134435594,5.4532132851998325,96.8608403156745,-17.488028768349874,3.445263969279884,35.77947410440992,8.492761913526294,-2.7245712151705375,28.632752684885112,13.636386604752275,-25.512894962745488,2.5600713366822165,9.947425395746658,-9.72807289082362,9.55613359288848,352.69347916239144,-124.95816747160862
2026-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-17,-21.78355019748927,-46.99546953038993,8.253806670446385,21.738235431407578,-26.995072619151063,0.0,0.0,-4.992385495087394,0.0,-9.638243916084495,27.193336220946396,-4.908063261579606,-18.16660282575566,-7.898619523834175,25.03536946673997,-6.39430252704394,-94.21884088177977,22.752264259764548,0.23886055970672168,-46.282334416732134,-4.980742558564321,7.610038467596954,-25.41089412716852,-9.252233341625484,26.064890452626045,-0.1095303083495237,2.27316321382139,10.669888633555093,-8.557623419495679,151.82985337661108,-336.58450895013095
2026-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-23,0.0,-0.42624321066748233,-3.8124844331430503,-1.3186231543286704,-0.31782349287124817,0.0,0.0,1.76240132491634,0.0,-1.7011845249467006,-28.144504258235685,-0.006257736471365206,1.355524172420468,4.896970024246519,-2.0085793062336452,-7.64900904729485,-0.2995755302531761,-3.7220430472760344,-1.765224333534774,-10.640161187653371,-3.48552334884576,-2.1187255750628102,-1.1879081224507535,-0.010752906058653025,10.027849775480748,-5.010839641577943,-1.0357054919706716,-2.313637680191925,-0.35492268574552144,18.042745297064073,-77.3297287148141
2026-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-26,73.58165253989434,47.55189152907129,-6.2664002809445085,-20.27241743954888,19.414472369812778,0.0,0.0,0.68033552418623,0.0,13.595219337381627,-3.893731032364536,4.210013981542259,17.117780601639943,29.46358271134246,-21.193659112089723,5.1858685032816725,95.62633243706026,-22.56292046011929,-3.325237701419945,61.06545844656538,7.465999522873201,-6.503479931755181,26.842653077921803,9.018606330081791,-37.23891197544395,4.941722672103235,-0.7968312480796594,-10.327344043880439,9.090287651177379,424.85187723593566,-132.3809332256461
2026-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-29,-73.58165253989434,-47.846676560329946,10.357207884640783,18.7028923621212,-22.439489290948753,0.0,0.0,-10.247822370413022,0.0,-12.898363468242314,21.933233170056717,-7.132430577703286,-17.545260629792786,-31.182290159053867,26.634798126258538,-7.540271866237163,-99.06234823438464,24.658296002148507,-1.128316173255531,-65.03521720087022,-6.186336487704292,4.791951151023401,-24.87475262035543,-8.168744520769135,24.873512070709754,-4.697512147826521,-2.7363860869733907,10.502920492064149,-10.572563552798325,142.45481125902307,-452.8764344875529
2026-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-04,9.106633158496582,-1.1432242558552534,-0.46035385368237625,1.8641836372745457,2.3281179693060112,0.0,0.0,2.748482397511834,0.0,0.7562835562490801,-7.328432392075891,118.97086957172107,-1.9811315604374105,3.2938031503766254,-4.055361505565234,-20.982689140574628,2.1563916872348927,1.4134152699306142,1.0008734998647124,15.14615824699693,0.45488112919147533,3.0226001219462635,-1.6716050217649319,-1.6672854068685556,-12.034578981497354,7.849248540259694,65.42404125812604,4.093017810759251,0.9146617151421379,240.54366272038774,-51.32466211832163
2026-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-07,44.34277847358876,51.51578646972587,64.39401247672143,-3.1550545106435313,29.790332549694142,0.0,0.0,-9.063653429058322,0.0,14.319629381430016,-10.198628621534445,13.40141425180703,21.121162439899432,33.24713804024441,-22.5139869878598,-11.157669491861686,78.64909752618271,-22.937334976916173,0.9508732529788686,28.969510851133908,6.852616253523563,-7.024678429182619,28.376846522292997,16.328891374158236,-2.7490713301630167,-1.883416086424375,-62.561937246140765,-12.559029678116087,10.954739620810376,443.2148294841917,-165.8044607879008
2026-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-10,-46.98368937339209,-50.114058559747996,0.0,4.179939669870073,-29.641466016951775,0.0,0.0,9.240779644615541,0.0,-14.68870519463616,2.2684030436734903,-11.365488052041735,-20.53338091385187,-29.00683886410791,20.241522739173874,9.28450746994588,-80.97833044760392,22.78656587890678,1.762868873063766,-48.359255073977984,-6.668366282370844,6.129043789441523,-27.88142044000805,-11.715090854379552,0.46241471796235417,3.698564461479953,-13.451015387592838,14.006936275053741,-10.494729076000862,94.06154656318698,-401.88183453666363
2026-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
