date,zirkuIsland_0,zirkuIsland_1,zirkuIsland_2,zirkuIsland_3,zirkuIsland_4,zirkuIsland_5,zirkuIsland_6,zirkuIsland_7,zirkuIsland_8,zirkuIsland_9,total_build,total_draw
2026-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-16,-494.3750745467888,60.943165676996344,-85.73104038426432,-1.2916856825354044,930.3344227004497,-354.6208327615678,-49.89914456940943,-271.08793719553074,-35.30458403574105,26.095193217874737,1017.3727815953209,-1292.3102991758376
2026-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-18,898.5877029053328,7.75577246601542,77.00884980936418,1004.2884643438202,0.0,334.782211821825,713.9835452398462,751.6992596358951,63.52581493715837,-39.22822202759329,3851.631621159257,-39.22822202759329
2026-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-21,-153.25793833656377,583.7001187703863,-80.13625306187058,-377.07110849541976,-777.304773258781,-357.52341385014904,-860.7762829823818,-901.4090518686893,232.05454955572287,236.35121969214433,1052.1058880182534,-3507.4788218538556
2026-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-25,-732.6069729184132,-702.1321737858426,85.359890301676,-32.53776727753493,-145.8640930576469,624.1458651513473,63.779870759447455,18.086505116837216,569.7520935029252,690.4154351532939,2051.539659985527,-1613.1410070394375
2026-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-28,278.7815921226038,23.8569401304638,-71.64854435554496,333.25297110969365,343.3207154248229,132.27971401495486,302.13272171647196,-1.511875614986755,-737.7820392271248,-385.72245719871813,1413.6246545190108,-1196.6649163963746
2026-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-01,-323.91903471518043,872.3321924886582,70.97622203153186,-780.331649169805,-350.0201264900295,-389.97376631233107,343.27439404471045,18.618801714115428,737.7820392271248,232.28229857222783,2275.2659480783686,-1844.244576687346
2026-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-04,931.0023538475536,-888.3767153710446,-73.0662070961321,295.3321944490699,929.8682773816345,-274.84349622476543,-748.3810288093837,-25.37358704201179,-864.4078480681613,-411.91602925435103,2156.202825678258,-3286.36491186585
2026-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-07,0.0,87.92952908271063,74.44407198193763,97.97238707703177,-930.3482313869415,368.78352195343666,118.81552478179569,20.423209939597058,732.5663543888086,-367.89726282287916,1500.9345992053181,-1298.2454942098207
2026-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-10,-20.161677378508497,800.447186288334,-75.49636972374294,-324.241072940471,930.3482313869415,490.94410544906253,-91.280876198043,420.88261532776943,131.84149367935268,33.7323684483571,2808.196000579818,-511.17999624076543
2026-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13,-727.8626986619824,-622.4621213178378,69.44392139251786,343.0203022854667,-925.152033628459,-953.901882872708,22.525819478353835,-381.5346995473652,-213.72599002457213,233.49697563855665,668.487018794895,-3824.6394260529246
2026-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-16,748.0243760404909,-255.74831445476414,-82.56869041001355,-422.41185593588625,232.94759862280802,972.148455471215,-92.57880942478963,-19.769692425717018,-139.83720168598487,-260.65709954419754,1953.1204301345138,-1273.5716638813528
2026-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-19,-929.0040853617952,582.2071740867895,86.64782908978732,-1.36840590280795,30.404324172854423,-965.3208863672236,650.4037557695939,872.058098327462,-120.96807363496325,-23.23213995173981,2221.721181446487,-2039.8935912185298
2026-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
