date,jebelDhanna_0,jebelDhanna_1,jebelDhanna_10,jebelDhanna_11,jebelDhanna_12,jebelDhanna_13,jebelDhanna_14,jebelDhanna_15,jebelDhanna_2,jebelDhanna_3,jebelDhanna_4,jebelDhanna_5,jebelDhanna_6,jebelDhanna_7,jebelDhanna_8,jebelDhanna_9,total_build,total_draw
2026-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-16,226.78177286853548,-44.11749758986017,25.12599988755025,49.66905398984093,-26.81403701933072,-90.91694853910303,-103.36506133692711,-71.06931232584373,132.81654747657774,246.4379259544186,270.5398781958044,255.18080086811867,105.9094620765057,13.1123536132272,47.71574795734816,54.157699707589664,1427.4472425955169,-336.2828568110648
2026-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-19,-293.84605276396326,-171.31316182514075,45.05329784028238,-67.49751976106039,23.321946858430252,80.54026882659342,96.22263565906825,66.90846294205717,-214.81599598476762,-258.6497546580068,-267.21355839739306,-242.4595102441808,-110.08840416031349,-16.233554798437545,-68.40956196769132,-90.73625951788746,312.04661212643146,-1801.2633340788425
2026-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-25,-16.221204413674364,78.61690577196597,-72.36481252180695,33.037533831542326,6.717129908324947,250.32603089450032,207.85315580137575,258.6727086601252,-25.08416516637319,99.52174475124554,89.45086581685575,141.55824731088097,6.102640704274702,5.600320320429746,16.436583357555808,34.850085449534006,1228.7439525786108,-113.67018210185452
2026-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-28,-76.11133337555668,-177.17560422326824,-81.66296596440603,-69.05309423579831,-29.79822351655664,-63.74910946835508,-35.542430176094875,-97.36924495908619,11.700190111738397,-74.84518343212072,-85.96893963495765,-144.62820165681043,101.40036988292763,14.068694164553017,-31.06816334029373,-54.50342485550314,127.16925415921905,-1021.4759188388077
2026-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-31,174.2359924731809,168.1925671106805,108.00351782406133,59.18599825594735,25.976418698271562,93.74147903907509,120.72804835537228,119.69138078564033,81.8845865476653,82.17674542787927,69.61076060812536,98.72370536261309,-102.23934091460873,-15.575158840713062,48.90148945826688,88.37150808925132,1339.424198036031,-117.81449975532179
2026-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03,10.586077488572338,-73.4175687534531,-12.839567783901556,-5.309711770569906,-26.313618680743296,-84.7373056906357,-104.28839727336518,-128.70774076072837,33.91769304850045,-1.2211586132448866,30.96432425624528,12.514433814230433,105.34106200360333,13.259210018955317,23.41245864071924,-8.482077054481314,229.99525927082638,-445.3171463811233
2026-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-06,-204.1502686361308,-132.01856912959238,7.6911035205003575,-68.2529429568892,26.168498218876195,20.95709009573661,8.607640271449112,44.006541822239875,-221.5888127650174,-215.79858165506715,-207.30272554644588,-209.06732151948626,-107.85433471291495,-16.500201835984917,-25.038027856776143,6.76880050468407,114.19967443348622,-1407.5717866143052
2026-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-09,74.51831417504785,-25.719222907405754,-111.18827717442669,-4.095219711934915,-24.48141352295905,-167.24068089850857,-152.6537466928166,-174.47160629462684,38.67242936305987,76.1615518785112,74.93967660357751,41.70315737997514,90.17979436115846,18.50791351078122,-69.52262572139924,-95.60477311276932,414.6828372721113,-824.977566036847
2026-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-12,-65.46338949519233,40.70219922969752,10.802071553552203,11.425552247668675,26.118510238321498,322.3724832575723,307.69331914770976,316.4878631729408,-21.58689094326424,-63.74544392970507,-63.30751030211325,-21.957466842909287,-85.19561774076841,-13.439907346832799,-21.201110497638524,-13.232463521788624,1035.6019988474627,-369.12980062021256
2026-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-15,191.9520276430952,104.60524032555672,31.763022377693268,39.12745795979521,-25.847570388791006,-290.3794428016688,-286.6900979193279,-251.33334980779676,124.44834039164384,159.83848058014095,188.8006259511236,132.3480360710196,102.75713765548001,11.642818421045813,64.57202258251525,57.15984505115873,1209.0150550102683,-854.2504609175844
2026-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-18,-30.77731266959588,37.26821838502266,19.812072361045896,13.735123847470096,26.344211818423414,205.4124004277757,226.43927854384157,187.77290340299055,-9.831343962508138,-61.33765634956787,-94.03404597074073,-53.791259250122415,-105.03863810815842,-12.256963092399936,-6.839917687487818,-2.388326164133163,716.7842087865699,-376.2954632547144
2026-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-21,46.676454565203635,-30.205067494937396,-6.439678053470561,-1.7845554514225952,-40.41945597430176,-365.352305539152,-387.57076802726533,-155.07176843873168,65.45624716221451,68.14753012893645,87.00700998016633,70.78779346596549,106.52689228125307,12.804983087658504,21.12957109399671,2.9349614498697045,481.47144321526446,-986.8435989792813
2026-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-24,44.41132526497613,105.89803085178632,44.06224077937377,37.33000192355053,42.20778273946879,95.0725132762295,117.34593712585338,-50.08930818430334,22.769204354350457,18.59596336789598,7.561616848490201,87.99957348755707,-107.48714556616434,-14.487354267849762,35.1815916858344,33.311262399016705,691.7470441043832,-172.06380801831745
2026-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-27,-161.80484295264654,-186.9048008655202,-91.33145271360382,-86.90315906160508,-42.34553761709531,-91.82658867679851,-112.5384263107339,-92.50284968316252,-134.60984353506112,-120.00173716457107,-92.71425469613698,-193.74225550876133,121.33275048519549,13.153902383626207,-78.96340989141912,-72.93419073132364,134.4866528688217,-1559.1233494084393
2026-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-02,75.88876830672973,133.61595882255858,60.717032404688624,55.24959054066602,40.19864704110243,119.70847545860033,125.57635122319137,55.212496059696306,91.37479380103038,119.638866648365,56.446587368285456,66.89184062409707,-122.03682628372172,-12.963165262534195,33.49198368521228,47.01310513982646,1081.02449712405,-134.99999154625593
2026-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-05,20.623119843052233,-48.27755225016666,-9.883563891783634,-1.1584402347777067,-26.874523040053084,-96.91750527822693,-112.03524813508184,-89.24161195300613,37.191500214861414,32.39403596905968,45.55420988107927,75.21522042785158,107.10686744423577,14.303610722338432,14.355197738511823,10.226139792350441,356.96990203334065,-384.3884447830959
2026-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-08,-43.22948837763391,22.697589068418893,9.50841047695592,-2.2124562674504995,25.876441386001765,95.83678451961977,119.45112105055561,94.25079279128207,-58.44037333165453,-18.290762989677837,-55.3497454525863,-78.06782331798551,-107.17474236366746,-12.646558279520717,-24.150996997185693,-23.966913686088766,367.6211392928341,-423.5298610634512
2026-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-11,51.61845180726587,-26.293870988544136,-11.771738707426252,-3.4281453671872297,-32.785806449807716,237.1564471785977,200.16447822099454,27.40146877403313,60.546285833559814,138.02908251181432,45.612303233828015,69.48944352214109,121.95845044323633,12.777486083773402,21.145202679442825,11.168288309032869,997.0673885977199,-74.27956151296533
2026-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-14,-204.24523513422483,48.49480366218317,9.965608716811722,2.4072407822067037,33.023624483427966,95.15879291106202,111.07175012364559,259.1169922457383,-56.80945934366749,-137.20893774092087,-42.0679880678684,-71.78621004547132,-120.54981044697395,-10.71601397170397,-12.947241014810396,-9.840562776460196,559.2388129250755,-666.1714585421015
2026-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-17,39.90787529524125,-146.91838808351412,-53.48987254904864,-54.36598503796477,-33.20804297100278,-84.24022295575904,-111.83001727160462,-105.94081105145858,-68.64547973689402,-145.57897195817426,-69.87548419970088,-50.886920774286494,117.96469447609498,13.170937590238028,-31.122580336698565,-41.376405051234094,171.04350736157426,-997.4791819773409
2026-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-20,-61.637149939052414,-61.0680301471281,-20.318782796128886,-13.399945385597123,30.56012933708713,87.70810381227487,109.8058008505659,98.37514844138153,-135.42961236411998,-88.41459091871738,-99.01155996477988,-137.9279964696927,-120.4747117144632,-33.15243107366099,-49.78324492389142,-32.86974757445304,326.4491824413094,-853.487803271685
2026-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-23,30.469880007720555,-34.28358142980508,-10.621859024542063,-22.75250878732026,-31.291265365663772,-101.21120323331864,-93.61683158064947,-128.4790623707461,41.85352614529623,26.54530672276707,21.620163635206293,40.18252444644016,102.25055644916965,10.69857216724375,15.077921288368525,0.6864134463367518,289.384864308549,-422.2563117920454
2026-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-26,-48.47659978079988,16.47471495310712,7.713420933502493,16.99982506573343,31.28051733463249,103.31094193576114,88.22553498700901,126.30274154420378,-54.88718639058102,-77.1619409805843,-37.27351253995346,-29.749486827159068,-96.65685350095126,-20.962739767681605,-15.600600307663816,-3.986712456982292,390.30769675394953,-384.7556325523567
2026-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-29,44.379104430991866,-13.226194836784678,-10.845467730156583,-14.902748065038672,-27.893284737628914,-83.40232462453842,-96.98324827915087,-115.7951433485605,102.03876198414905,65.13521939236915,48.495239532860055,51.695863979703574,101.33046368177125,24.00193577539877,19.059010620220885,6.715917953759985,462.8515173512245,-363.04841162185863
2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-01,-55.36928093476297,6.302766793004936,8.260763051795774,14.817006983468193,24.518512578593306,63.20517537402688,99.41876102522417,112.52328950897797,-100.69144973733631,-43.489038692381,-75.75825545820199,-62.71308836055087,-104.66923019135837,-24.744848090836488,-19.731881350079465,-8.570116637712957,329.0462753150912,-495.7371894532204
2026-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-04,56.60539159724215,-8.54231919110904,-6.694244579995081,-5.49405769369466,-25.55038034647453,-75.75638581083109,-111.26991104704317,-121.26990713288082,82.68553699713539,45.626627625058234,70.36163167406886,64.069765659197,108.79258320593875,23.874375519550725,20.05343349756379,5.3550084978093215,477.4243542735642,-354.5772058020284
2026-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-07,-23.243689368660096,37.70305949626904,11.804412238226767,11.655188853607571,26.74471439132522,76.37042293675663,107.40591111063945,126.3220731097117,-55.18914299515216,-14.781598860834027,-7.2166546846146815,-52.78109941429267,-107.99793548604113,173.27075516656768,-18.962674659858372,0.3323807003943948,571.6089180034985,-280.1727954694531
2026-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-10,31.36006105424132,-32.09741203248676,-6.9622890258472765,-13.609938280160975,-27.512200588852895,60.053760381909555,59.02131466355175,-4.057800785949104,39.936948453347604,48.63188935775694,17.202463489361808,59.690426901832396,112.5082614660291,-174.8738889745936,19.75323224402513,10.4703168279565,458.628674840012,-259.1135296878906
2026-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-13,-7.186311147569504,65.53037958451092,23.441341138381308,25.991528223347355,30.0460039823149,289.9450099517502,235.36255809156398,340.25558259230576,-1.9916935255569406,-24.309001690596226,-19.873909405167915,3.5979672708266297,-111.30297039445671,2.9914183587433363,-11.706538675796038,7.103782109485939,1024.2655713032304,-176.3704248391433
2026-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-16,35.922979152427175,-30.441108845519658,-11.687801852232981,-11.779128050318686,-28.468597256179,-104.10597993552464,-75.13888394261176,-70.8325669673985,45.65191593559285,61.72827384280833,66.04143353867677,27.88962727071275,108.47313258873328,15.726738719034039,24.054238108405,12.67881896305349,398.1671581194437,-332.45406684978525
2026-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-19,-24.447407921982812,47.62743404802814,22.961532001275685,23.55259805777407,30.461216889061472,79.80122132255207,147.42499272449652,56.20496668758395,-39.2505942232284,-46.59795410879026,-55.6496406809499,-29.115532085988438,-104.97359743725322,-14.15422500169219,-23.514017459323426,-3.4521454642204046,408.0339617307719,-341.155114383429
2026-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-22,50.114540871342705,-29.369737722544116,-20.83307513768584,-17.10083235567916,-32.44840258959506,-358.7239923290694,-424.8008926108966,-369.82083237457476,44.91946527184703,67.8479585811008,64.34754508423741,34.61531026737666,114.49390615828213,21.59952933457578,24.235947111927178,3.017306069052313,425.19150874974207,-1253.0977651200449
2026-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-25,-17.87629265018698,55.906851204461304,31.83665669091491,24.199678655141295,31.253091050302057,-317.2300323078182,-272.3917378114504,-257.8652551649726,-22.843868846727943,-33.993712307337844,-31.831552892829933,-15.017688144425746,-117.37015301741451,-11.899851674719976,-7.465770977816079,3.607571753149474,146.80384935396904,-1105.7859157957002
2026-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-28,46.40152944627177,-7.662618612893101,-14.073447348824702,-14.68624693676905,-32.2432398355903,136.45788403474285,173.48091645718984,108.88139981602144,41.55057359946746,40.0706092799973,49.23008489475062,66.15739171412116,114.56857785431767,23.8661995066932,25.75816986817945,5.742172025420325,832.165508497173,-68.66555273407715
2026-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-01,-19.23123574010859,17.82541205652419,16.503502097978867,19.694478679636262,31.125710949230356,434.50466555954876,-150.81339467801922,-87.11916775247361,-10.204460420281277,-15.985842984581542,-63.68361601743899,-54.954858915738235,-116.03902664642834,-19.237127916627593,-16.605105887387065,5.691012363512826,525.3447817064313,-553.8738369590845
2026-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-04,65.62297425413682,7.070344116529159,-1.3431881687170535,3.393589101661812,-29.644216648192582,-365.52232367759626,548.7963494592134,301.309346733234,58.0849638628416,68.70256658959913,124.96223219266429,83.52981096848752,128.26081200166215,29.470465107884593,27.50256328809621,12.005541342497484,1458.7115590185078,-396.5097284945059
2026-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-07,-48.303876104443944,25.945080842044582,-2.0754875199594243,4.858900142886879,29.719000474495815,77.59171941283863,-531.602381271876,-321.8674484546171,-35.30200047014747,-56.23987076623488,-76.99938160219841,-42.135911910723955,-127.95854507600842,-12.901782379975383,-21.314747674256143,-1.6206139630530088,138.1147008722659,-1278.3220471934942
