date,rasTanura_10,rasTanura_11,rasTanura_12,rasTanura_13,rasTanura_14,rasTanura_15,rasTanura_16,rasTanura_17,rasTanura_18,rasTanura_19,rasTanura_20,rasTanura_21,rasTanura_22,rasTanura_23,rasTanura_24,rasTanura_25,rasTanura_26,rasTanura_27,rasTanura_28,rasTanura_29,rasTanura_30,rasTanura_31,rasTanura_32,rasTanura_33,rasTanura_34,rasTanura_35,rasTanura_36,rasTanura_37,rasTanura_38,rasTanura_39,rasTanura_40,rasTanura_41,rasTanura_42,rasTanura_43,rasTanura_44,rasTanura_45,rasTanura_46,rasTanura_47,rasTanura_49,rasTanura_50,rasTanura_51,rasTanura_52,rasTanura_53,rasTanura_54,rasTanura_55,rasTanura_56,rasTanura_57,rasTanura_58,rasTanura_59,rasTanura_6,rasTanura_60,rasTanura_61,rasTanura_62,rasTanura_63,rasTanura_64,rasTanura_66,rasTanura_67,rasTanura_7,rasTanura_8,rasTanura_9,total_build,total_draw
2026-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-18,363.6865738960689,161.12864436787262,3.444751929255377,5.400875078055892,0.0,-0.4125567278812523,-27.12014084173774,2.1151727227845694,521.5613138347151,-472.3931560426605,1.8885400760810007,-403.0941102968638,13.718351763129117,1.4661241952099373,-4.342996452253952,40.40319352128488,0.0,220.45609466017817,366.8687250939439,0.3555404151038674,6.789577554054034,82.25017450016574,28.961614902299974,124.25982246548698,0.0,151.84445353731297,0.028657053166913103,0.7141509745276999,5.550688756953692,123.20710801572936,5.706257844301872,18.998565774538992,-12.992402393494325,0.0,-50.664629883119574,108.44979570127694,0.11364681923034368,7.046430633775613,55.490670168300746,-92.54786402241771,93.23214748079836,0.0,-60.16544822672193,-1.2134504630646261,-85.66979444195735,32.814339151414735,-118.50715713927185,45.24996450141489,0.6779637495026546,189.92891173854906,-94.84113916392775,0.3621570720715245,55.78419785764166,86.44214576601419,42.61702670219022,0.17721909746984602,-81.49249570835956,-12.518111568777705,3.9030524929736274,254.79899468556675,3227.8936365504132,-1517.9754533725095
2026-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-24,0.0,-11.445499070207937,-4.782213941494003,-2.722961292851367,0.0,2.1941910093633923,4.5547243765211896,-9.380037612291984,-587.5980154200732,407.724960849397,3.3997780031878504,-2.1843401085010266,0.0993376727612922,4.687901982688054,-33.580964284099956,2.5838765172100104,0.0,-12.87926734543356,20.10713620806369,3.592277714375261,-0.5185507683834876,8.401799824558344,-0.2814450577523094,-9.773083512885526,0.0,-148.8265126073694,-28.149260762299907,-1.9092713966264565,10.658717165446971,0.0,-0.5987656847670442,-39.99590983284841,2.926643695792358,-98.50671066698054,101.1003880026176,0.0,-0.27140369475251647,-20.89541529561316,-123.92794526603542,-15.29555768015691,-15.12724190750299,-127.68050902613965,52.5449055400514,-41.31534347684295,55.648053094456266,85.61825003311917,118.50715713927185,-27.866961802985127,-82.29211151047234,-4.058959499754186,3.864319950951831,-1.4046885608235897,23.448977051258975,-6.88490533020052,-130.74289828565838,-49.561683127031635,43.67683067130836,53.81676578572334,215.5296687640105,33.3088106841289,1257.9954717362637,-1640.4584338288355
2026-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
