date,from_date,tank_draw_kb,tank_build_kb,kpler_loadings_kb,gap_kb
2026-01-11,2026-01-05,-193.0428067258676,62.560393699443054,19071.07,-18878.02719327413
2026-01-17,2026-01-11,-32.86021545778672,221.37089319914566,21297.36,-21264.499784542215
2026-01-23,2026-01-17,-316.24376897470773,92.58053130231536,18059.23,-17742.98623102529
2026-01-29,2026-01-23,-137.29687363511724,207.10425574094353,18221.45,-18084.153126364883
2026-02-04,2026-01-29,-108.95204057291424,255.36328885204074,21395.239999999998,-21286.287959427085
2026-02-10,2026-02-04,-287.13989645270397,374.3938706481353,20378.039999999997,-20090.900103547294
2026-02-16,2026-02-10,-461.6258382615086,138.42003119184088,19740.88,-19279.254161738492
2026-02-22,2026-02-16,-61.217820097193226,216.72674380050697,16318.259999999998,-16257.042179902804
2026-02-28,2026-02-22,-261.41027134398615,63.14842010814084,24395.660000000003,-24134.249728656017
2026-03-06,2026-02-28,-149.8865155029093,115.50769057176564,12977.37,-12827.483484497092
2026-03-12,2026-03-06,-389.32548426260144,651.2815597256481,3833.24,-3443.9145157373982
2026-03-18,2026-03-12,-179.51982630356014,195.9792317276424,0.0,179.51982630356014
2026-03-24,2026-03-18,-165.03252519684727,381.1765446595777,0.0,165.03252519684727
2026-03-30,2026-03-24,-244.33020296857427,43.12294515987625,0.0,244.33020296857427
2026-04-05,2026-03-30,-69.70292345893061,461.6555163081811,0.0,69.70292345893061
2026-04-11,2026-04-05,-497.99987973985407,59.00825466472662,0.0,497.99987973985407
2026-04-17,2026-04-11,-55.17410571246513,58.45086424196113,0.0,55.17410571246513
2026-04-23,2026-04-17,-26.861623058570128,153.6473707734062,1966.75,-1939.88837694143
2026-04-29,2026-04-23,-224.34015542308504,31.47991221313202,1990.85,-1766.509844576915
2026-05-05,2026-04-29,-52.936961061400616,102.14812722631964,2027.8299999999997,-1974.8930389385991
2026-05-11,2026-05-05,-69.81394284896142,40.14181705906173,1017.7100000000002,-947.8960571510387
2026-05-17,2026-05-11,-21.974300491174976,418.0800254550315,0.0,21.974300491174976
2026-05-18,2026-05-17,-310.9038210461657,116.45559305760882,0.0,310.9038210461657
2026-05-23,2026-05-18,-200.61612858424067,46.126852795224025,0.0,200.61612858424067
2026-05-29,2026-05-23,-88.66915605309434,145.63520878641606,0.0,88.66915605309434
2026-06-04,2026-05-29,-162.17405610366995,40.52555783651743,0.0,162.17405610366995
2026-06-11,2026-06-04,-24.11264449622587,189.02198307088753,3940.0,-3915.887355503774
2026-06-16,2026-06-11,-171.3418048131661,46.03119836098159,1900.0,-1728.6581951868338
2026-06-23,2026-06-16,-43.28307256543592,370.6397479087267,3880.0,-3836.7169274345642
2026-06-28,2026-06-23,-475.40020367375234,10.318851920551328,4099.0599999999995,-3623.659796326247
2026-06-29,2026-06-28,-19.205660236018538,223.86333136326942,0.0,19.205660236018538
2026-07-05,2026-06-29,-67.18062070483528,74.92887947853265,6819.99,-6752.809379295165
2026-07-11,2026-07-05,-468.96973917799335,252.57065522695268,12114.57,-11645.600260822006
2026-07-17,2026-07-11,-808.7101634045868,197.90375578603982,6014.719999999999,-5206.009836595413
2026-07-23,2026-07-17,-111.3496197902318,32.9529163664802,9850.35,-9739.000380209769
2026-07-29,2026-07-23,-325.72170929904985,83.57691666825909,4859.889999999999,-4534.16829070095
2026-08-04,2026-07-29,-34.71938899929583,378.5805855378847,8942.9,-8908.180611000704
2026-08-10,2026-08-04,-151.84636017761488,68.49063761661222,11747.03,-11595.183639822386
