date,khargIsland_0,khargIsland_1,khargIsland_10,khargIsland_11,khargIsland_12,khargIsland_13,khargIsland_14,khargIsland_15,khargIsland_16,khargIsland_17,khargIsland_18,khargIsland_19,khargIsland_2,khargIsland_20,khargIsland_21,khargIsland_22,khargIsland_23,khargIsland_24,khargIsland_25,khargIsland_26,khargIsland_27,khargIsland_28,khargIsland_29,khargIsland_3,khargIsland_30,khargIsland_31,khargIsland_32,khargIsland_33,khargIsland_34,khargIsland_35,khargIsland_36,khargIsland_37,khargIsland_38,khargIsland_39,khargIsland_4,khargIsland_40,khargIsland_41,khargIsland_42,khargIsland_43,khargIsland_44,khargIsland_45,khargIsland_46,khargIsland_47,khargIsland_48,khargIsland_49,khargIsland_5,khargIsland_50,khargIsland_51,khargIsland_52,khargIsland_6,khargIsland_7,khargIsland_8,khargIsland_9,total_build,total_draw
2026-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-12,24.04719010617654,-5.498413124902407,-21.90794673411234,43.75186268910498,-30.45051669653604,-77.19017687914463,16.25863855648518,289.6381365410251,-108.28068957039179,32.39998678544385,-10.83409335971903,-26.96059158457903,-365.738102789477,-17.411185102105605,-55.510581265296786,-6.785230541468016,-48.114358361456546,55.41400623887218,27.515274996155117,-13.793003882264951,203.51256429063355,140.0708588800277,-18.97237651613023,-87.50843001159967,46.126729299718924,60.76181478103668,156.69595866168916,67.8344054682118,54.3671973641384,69.16502310213916,82.40861916041234,50.37095941814099,-16.307851660051586,-17.247340732673287,-33.495031848012935,-27.1800916739338,-3.80270667781122,441.92609924020866,322.3213161899476,-52.41228140325262,-31.6845616955508,-130.47201432541036,413.18889806819794,4.411716455487244,-14.516090071602928,6.323637044767034,-10.589565537741729,180.37095808770147,17.163064570495465,313.15464913773945,-32.93699831158831,17.490772090242245,-17.096192705536495,3136.690337224199,-1282.69642306235
2026-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-14,72.88317484275147,3.9796110611108597,10.03903480521706,-50.677478621052344,29.23345286805282,64.12276758651203,-26.238299658947856,-113.85641763117933,103.27205972711614,-44.72329798075778,5.698402250483341,21.428825027718094,10.743347698007652,19.97223911216692,222.8654059449732,188.37266357432603,199.07235788425362,27.266731867461118,28.97568829836516,51.7550366615789,-107.93096102510242,-53.369447993115934,16.486150280333415,224.1264183884355,-14.584469948223429,-29.009160808490503,-105.90366711370429,-31.728606796506853,-23.930614582085777,-33.46918375337373,-50.93572702279835,-5.328380785025321,2.780150658890678,-8.049931416162508,52.38711226391024,16.559674541160945,-8.425006791018575,179.57455461042653,-206.65114979256086,-94.8214967520053,-15.207344614139526,241.16629199845448,-413.18889806819794,-7.627241394735814,-2.3399161380968,-16.19932914219203,4.168794259116228,-368.48944392983094,-19.087154083529327,133.91582092591398,27.66564522325725,-26.135157784669545,16.979223377402406,1975.4906357373964,-1877.907783627503
2026-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-18,57.28910743239144,-1.502535087847733,-8.668250377851189,49.31319952121191,265.59544445410285,-49.93302948924014,-125.473839424312,285.1171040611031,-104.72413092533662,56.45894179328776,-9.97796195426979,143.28041280704738,12.173701951024762,-22.557565617855232,54.18415558148886,59.72195189404499,26.725969463182672,260.47659267333563,156.38836068575364,126.50093787960688,214.85061184262216,227.9175658909171,-17.386225637589117,-228.22294123785733,59.50617107171596,83.79296075079124,78.04829976225886,74.14728012943644,70.88578522566367,77.6345528471542,96.24544081100336,56.100239880564,15.011591276974636,27.03661443836114,-16.583763545207912,-7.756049588747774,19.07455063760595,113.41884809259628,68.13929127073288,331.7419972468935,12.223975571787916,230.91934572031408,413.18889806819794,-1.892677302806609,-27.854622457205,21.50957017661608,-4.357113228807663,368.48944392983094,20.392966387536056,76.59809294330294,-24.722728959497182,29.106366797463853,-11.62868152722728,4339.206340967923,-663.2421163616588
2026-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-20,-41.711333933775954,1.7742734677706613,21.868492914426724,-37.49567759559851,213.36121033233883,55.008832393245655,-34.45964290936512,70.1777760043986,74.8617066296495,-52.01339460458374,14.140356154453185,-138.829622033415,-1.860599886407028,24.561969182423315,80.7958021268294,4.454695923076652,111.65314245310869,-90.38779161436396,92.58479583783483,117.75200254094834,-7.473987923719513,-8.737925361307047,19.96597208187863,252.0125559059796,35.99567732415037,35.053717733807744,8.049030665430998,27.411970900336865,45.114744774968536,18.7816502690317,3.5014522968495148,28.827453227270016,24.032957544765566,50.13980672732811,28.925056118916604,48.64049359289468,32.940612988246734,47.43626454465627,-79.37878068551422,51.457242464264276,14.269950246065855,78.58719606957911,-413.18889806819794,-21.84509465270795,-71.67745838988508,-16.048355304676107,5.4005880147008,-360.8015765623549,-17.730259436458496,134.95659899597825,26.76458696331666,-22.620970358026565,19.72686761662271,1920.987503027544,-1416.261369320357
2026-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-24,55.80089621400874,-35.26080484546058,-17.190327748369775,47.57731316815689,0.0,-60.30013304852031,37.65752442414191,-28.99268089347123,-73.48441590020701,48.508716465617184,36.945679846033336,48.0561633150102,36.233648385005075,-2.745481716792914,0.0,-0.9297505781383371,0.0,90.38779161436396,-74.86860291595309,-78.21290001090814,73.04312939346063,7.104008117168851,12.986645376327797,-252.36656833661593,-31.327440638928383,-23.954134978891556,7.160684777011571,6.9258131645456595,-26.50741327040363,1.424711847483937,9.284913965449611,-18.956732249534863,24.243912829208146,-14.365190725446825,39.779268885936474,11.489540133395465,10.531366692810858,-50.72633722716826,231.13394261780044,458.13549664092204,3.2255434474652867,128.37885615906143,413.18889806819794,-4.7257268399375025,31.38377660743201,15.041302097300184,-5.178198482196604,-39.79145615607925,19.145945179372283,0.0,-24.21873185470153,26.451582271980822,-14.343309314021376,1931.2270717046688,-878.4463377317471
2026-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-26,-37.52602516317886,11.000868338179774,2.461397624202189,-57.37617940295616,0.0,51.271823128666846,-45.84089013498515,28.99268089347123,89.81465862181678,85.53808935023693,-17.81993900624005,-17.688048385398055,-30.633742674771,30.024583221349808,-7.080857435313577,-0.8986356091653579,0.0,-85.67897127083963,74.86860291595309,78.21290001090814,-66.25563714661473,5.44865736810636,351.69821131969843,214.06918190942542,39.77743636044639,23.954134978891556,-6.530942700723128,-12.153277496339287,-2.9100991248779464,-1.5998914850758448,-7.325460326077446,18.183001954159234,-1.9311658467359085,14.365190725446825,-31.305336715386947,1.8424094328194334,0.0,-60.82128552963655,39.76984797735617,-41.267696598939715,-11.412668022574275,-339.2099542321883,-413.18889806819794,36.09074019018788,-28.610719981986172,-29.93946441231144,3.966667458379088,130.58717138073501,-21.96391501400035,0.0,18.07302694966481,-27.05406501189596,3.9099333476776956,1353.9212154577792,-1404.0237667964097
2026-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
