date,from_date,tank_draw_kb,tank_build_kb,kpler_loadings_kb,gap_kb
2026-06-20,2026-06-18,-684.3254041860904,285.476096771549,0.0,684.3254041860904
2026-06-23,2026-06-20,-29.49960903533391,427.28943042273346,0.0,29.49960903533391
2026-06-27,2026-06-23,-120.09691878824692,470.08592539697736,0.0,120.09691878824692
2026-06-30,2026-06-27,-137.7328016896631,279.9239109843624,0.0,137.7328016896631
2026-07-03,2026-06-30,-111.69436069496831,468.4422150091671,0.0,111.69436069496831
2026-07-09,2026-07-03,-100.31927377373988,704.4755928971574,358.13,-257.8107262262601
2026-07-15,2026-07-09,-675.3030706899002,438.23405564715205,0.0,675.3030706899002
2026-07-21,2026-07-15,-988.0530306724648,304.9741267670795,2000.0,-1011.9469693275352
2026-07-24,2026-07-21,-336.097763132364,634.7375657894876,0.0,336.097763132364
2026-07-27,2026-07-24,-186.63471505352325,304.3851495844798,0.0,186.63471505352325
2026-07-30,2026-07-27,-115.80577883146535,173.24261584886125,0.0,115.80577883146535
2026-08-02,2026-07-30,-1114.0902009043962,96.88871373597956,1032.68,81.4102009043961
2026-08-05,2026-08-02,-65.40766420178232,288.7177751585318,0.0,65.40766420178232
2026-08-08,2026-08-05,-299.3751214448012,94.4242745563981,0.0,299.3751214448012
2026-08-11,2026-08-08,-281.2555395202302,259.78894919852877,0.0,281.2555395202302
