date,juAymah2_0,juAymah2_1,juAymah2_2,juAymah2_3,juAymah2_4,juAymah2_5,juAymah_0,juAymah_1,juAymah_10,juAymah_11,juAymah_12,juAymah_13,juAymah_14,juAymah_15,juAymah_16,juAymah_17,juAymah_18,juAymah_2,juAymah_3,juAymah_4,juAymah_5,juAymah_6,juAymah_7,juAymah_8,juAymah_9,total_build,total_draw
2026-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-30,128.83352366921142,25.98413895366178,-44.602592453737046,27.428571506105598,8.199550379850669,38.23732629748108,-7.8083642926162575,8.477673004026874,730.3818982543852,-35.530629816427016,13.018515064683744,46.56655190044351,-188.63922119753798,-27.737587281257962,-573.983668016889,229.70586081682612,-70.88184662896558,-14.05200686177751,95.40968880408839,-63.717580355904765,-782.9752620040845,-335.4058253262612,-183.5517129420092,-216.393701494265,-658.9925661985491,1352.2432986507642,-3204.2725648702817
2026-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-02,9.887102573053795,-19.122368101346073,16.542860866893783,-31.871425129537705,-19.601217368326616,75.70337138931349,-23.806530316397314,957.6020518722755,-669.9206273651477,60.54001437112596,6.626551349475282,-47.80246275468369,497.4958460735753,24.58384209782211,69.5062865877424,-1040.9825074408063,39.887171864974896,8.112482480835869,-9.798987217284973,-236.84103441091906,154.28380111450377,161.0011566776808,-49.79224929958454,55.20993353711499,434.22444947317314,2571.206922329561,-2149.539409404034
2026-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-06,-116.03276984814508,24.780057947707945,-15.522693023854401,55.59119812490908,18.03756107587344,134.5738761343723,39.7435920678149,22.510838100835215,916.0097921007124,-48.91827478602098,-25.486382239315077,1019.0312028651701,-637.7560417422948,-11.152348535596044,-92.67418661403063,84.73227032357757,-35.436430043507485,7.526484929750674,350.6364016516092,-535.1524636775877,870.3016024312577,45.63708033560263,51.28553700450237,-137.79876131624007,82.14761630287475,3722.54511139657,-1655.930351826592
2026-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08,-542.4493832479072,-21.21346985321061,27.85184186263173,-49.30791287174879,-3.4962957704160362,67.97894400839857,-31.52513772664359,-897.9044599297562,-290.3243818191394,82.64280473757559,24.769742298048804,42.58343096425338,1050.269892579835,11.690838506032946,49.425994489447916,67.3839659657582,17.10846239997179,-7.529293108111014,-120.46636718997057,768.7930442315336,-739.900258162155,501.3773622184268,-61.17918835478544,-3.6063062535503416,227.2217426497048,2939.0980669116193,-2768.902454287394
2026-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-12,158.78852128069906,17.575953997939127,-171.31875183839108,25.697728335404072,8.593524905615952,136.24937551127306,12.48212241641339,-88.5312710188108,-735.9092371813753,-24.791712662736884,94.80399413166637,0.0,0.0,166.5671144183469,-67.32611904345896,888.8662711514706,-23.570705158640514,40.39612653231667,120.46636718997057,-196.39580257483152,-303.6520987149932,-77.07632847950771,61.08242879304046,32.096705910867314,219.5041922421006,1983.170426817124,-1688.572026672746
2026-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-14,32.746087734048956,-22.735986002833815,50.95515801842825,-24.470065336636385,-15.376905345039443,27.654194008146877,21.805652592627332,768.9407471211481,903.2482733495631,50.040999222849265,1.1014757797793717,-769.2237087226007,-1003.8998276298113,844.086911421347,73.7047404804338,-60.55255152592855,41.988963012480994,14.110476347395918,0.0,-257.5835526980092,36.02690838371497,-706.0101026104311,-74.61649614004361,0.804007832479896,82.02526176261553,2949.2398570670593,-2934.469196011334
2026-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-18,163.33050525007548,9.714051261190791,-54.09132158320001,9.40634667939099,4.814716794530162,-38.40067680100654,274.96088992927224,217.49498382741888,-424.47613162298654,-24.880082253554953,57.84645546130347,769.2237087226007,1003.8998276298113,-39.418403681859374,155.81137480782263,-87.64011295212433,-40.231857137497165,953.1401850796,-399.0248453233342,520.8973894857187,1015.4604481943771,707.9642118626346,81.52143475772405,1016.5326888344823,-1029.4284321777711,6962.019218577953,-2137.591863533334
2026-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-20,87.3132105737019,31.80122353158996,54.491075772253566,-9.609074077923898,-2.880687064960366,43.75382902552351,600.7015342620123,-758.8639793168045,432.4322397911133,37.12294138169603,-49.666233121633645,0.0,0.0,39.418403681859374,43.75824663372512,70.2632322847452,35.818067630201696,9.108941359727178,399.0248453233342,0.0,0.0,-545.8652937352459,-92.18058122854902,0.0,386.33513496237424,2271.342926213858,-1459.0658485451174
2026-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-24,168.7835929388644,-500.07154787630765,-47.966233808370305,20.044798980663415,388.02304611945095,-28.681015057616634,326.1964192982737,758.8639793168045,-60.96040398036852,42.19096329429548,11.091729466811987,0.0,0.0,-23.833986668257275,-31.544499203686254,55.12365890589054,-20.42018452148314,-546.506039648887,-4.96839223076147,-372.1325770398141,0.0,43.7358236221947,724.997131198145,0.0,194.2386369684357,2733.2897801098306,-1637.0848800355525
2026-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-26,187.7229976096917,-14.723645152000943,46.68285531669552,-20.17971239042189,-14.504238840368693,20.967510389327188,-663.8449364529747,0.0,91.62273862833088,-4.738807678920334,-7.836490395913017,0.0,0.0,23.833986668257275,35.43910566912487,-57.91191943677701,28.375506815597415,-16.13106387117249,4.96839223076147,54.50195163906785,0.0,577.2516893403555,358.1661179116305,0.0,57.30716275916854,1486.8400149780086,-799.8708142185492
2026-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-30,-155.80878841044242,169.8923583058042,-59.20901141008735,47.99873914483388,-2.782782801256515,-27.62912904578925,663.8449364529747,0.0,-91.79193007952394,-36.26444410647743,-39.768660942579274,0.0,0.0,-26.083991570453392,807.5179159539681,-745.1580525376019,-39.38277829769522,741.6361212857922,-944.2430816163092,-315.2132926504712,0.0,-44.13841452165251,0.0,0.0,-64.22953020870511,2430.890071143373,-2591.7038881990447
2026-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-01,2.315531912929262,30.218921381935477,59.61772846438759,-47.7080515552793,6.507921290591941,15.725207840828226,0.0,-828.1127820103283,51.432570751091,25.043468654432218,45.03364995819144,0.0,0.0,26.083991570453392,0.0,-78.61841573537141,48.05020431433223,0.0,944.2430816163092,-33.755259057302844,0.0,44.13841452165251,-0.0813253614937421,0.0,76.33354626553307,1374.7442385426675,-988.2758337197756
2026-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-05,-1.0763739274193067,187.85522062778054,-49.78109731308301,47.60656385856203,6.388232420715038,-9.666907214309555,0.0,-8.304475397879258,-64.17991982074129,-32.42847735144,6.035914407108561,0.0,-25.216607943648008,-1029.7187501296328,0.0,118.77527581610764,961.361827004946,0.0,-99.06628949257639,-28.253529184482293,0.0,-834.3578968747353,0.0813253614937421,0.0,-58.42127766454779,1328.1043594967136,-2240.4716023144947
2026-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-07,-18.211845693543903,73.50791627255828,52.851815551785634,-44.08846175748785,-4.291156517617638,39.86550780971162,0.0,9.402243878776558,85.30862290796497,15.469521542958217,-31.489893499918864,0.0,25.216607943648008,17.450830707862043,0.0,-119.94800376585802,27.425558330120055,0.0,-806.7004598496923,604.9813922681402,0.0,93.3572865569517,0.0,-408.780832339278,437.86475909551234,1482.7020628659898,-1433.5106534233967
2026-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-11,13.387809086990544,57.45412378857506,-58.148906740572656,45.67392075977812,23.631628417756993,-43.46306232141087,-380.6332268638646,356.63782619002825,103.59755907607172,-19.764896867783623,17.011325621476747,0.0,0.0,-21.31376650829683,-850.7025385846724,75.83526662049967,-37.325406415067846,0.0,-22.51766335670359,-537.2754149867981,0.0,741.0006103177835,0.0,-258.0979617882492,0.0,1434.2300698789604,-2229.24284443342
2026-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
